"Contract Type","Contract Name","Clearing Quantity (MWh)"
"Hourly","PH19092421","605.90"
"Block","PB19092421-01","237.00"
"Hourly","PH19092422","593.80"
"Block","PB19092422-01","238.20"
"Block","PB19092423-01","238.10"
"Hourly","PH19092423","568.50"
"Hourly","PH19092500","198.00"
"Block","PB19092500-01","194.80"
"Hourly","PH19092501","260.70"
"Block","PB19092501-01","216.30"
"Block","PB19092502-01","197.90"
"Hourly","PH19092502","276.30"
"Block","PB19092503-01","201.20"
"Hourly","PH19092503","230.90"
"Block","PB19092504-01","193.80"
"Hourly","PH19092504","274.80"
"Hourly","PH19092505","293.60"
"Block","PB19092505-01","153.80"
"Block","PB19092506-01","156.20"
"Hourly","PH19092506","186.20"
"Hourly","PH19092507","169.70"
"Block","PB19092507-01","160.90"
"Block","PB19092508-01","147.40"
"Hourly","PH19092508","135.20"
"Hourly","PH19092509","145.00"
"Block","PB19092509-01","187.10"
"Block","PB19092510-01","156.00"
"Hourly","PH19092510","174.00"
"Hourly","PH19092511","246.30"
"Block","PB19092511-01","139.90"
"Hourly","PH19092512","297.40"
"Block","PB19092512-01","185.70"
"Block","PB19092513-04","1.30"
"Hourly","PH19092513","374.30"
"Block","PB19092513-01","168.90"
"Block","PB19092514-01","199.70"
"Hourly","PH19092514","399.10"
"Hourly","PH19092515","449.20"
"Block","PB19092515-01","163.40"
"Block","PB19092516-01","204.10"
"Hourly","PH19092516","348.80"
"Hourly","PH19092517","335.70"
"Block","PB19092517-01","152.70"
"Block","PB19092518-01","163.00"
"Hourly","PH19092518","305.50"
"Hourly","PH19092519","264.90"
"Block","PB19092519-01","160.80"
"Block","PB19092520-01","137.30"
"Hourly","PH19092520","244.50"
"Block","PB19092521-01","163.10"
"Hourly","PH19092521","232.50"
"Hourly","PH19092601","116.90"
"Block","PB19092601-01","129.20"
"Hourly","PH19092602","119.20"
"Block","PB19092602-01","136.60"
"Hourly","PH19092603","111.00"
"Block","PB19092603-01","89.80"
"Hourly","PH19092604","99.70"
"Block","PB19092604-01","104.60"
"Hourly","PH19092605","104.80"
"Block","PB19092605-01","77.10"
"Hourly","PH19092606","61.80"
"Block","PB19092606-01","78.40"
"Block","PB19092607-01","84.70"
"Hourly","PH19092607","81.70"
"Hourly","PH19092608","101.50"
"Block","PB19092608-01","79.60"
"Block","PB19092609-01","82.20"
"Hourly","PH19092609","109.00"
"Block","PB19092610-01","99.80"
"Hourly","PH19092610","121.50"
"Block","PB19092611-01","106.40"
"Block","PB19092611-02","12.00"
"Hourly","PH19092611","262.60"
"Hourly","PH19092612","188.50"
"Block","PB19092612-01","103.30"
"Block","PB19092613-01","108.10"
"Hourly","PH19092613","196.70"
"Hourly","PH19092614","227.00"
"Block","PB19092614-01","107.50"
"Block","PB19092614-03","1.30"
"Block","PB19092615-01","137.10"
"Hourly","PH19092615","255.60"
"Hourly","PH19092616","306.80"
"Block","PB19092616-01","169.40"
"Block","PB19092617-01","171.20"
"Hourly","PH19092617","497.30"
"Hourly","PH19092618","553.60"
"Block","PB19092618-01","202.80"
"Block","PB19092619-01","158.90"
"Hourly","PH19092619","517.90"
"Hourly","PH19092620","482.20"
"Block","PB19092620-01","192.80"
"Block","PB19092621-01","156.00"
"Hourly","PH19092621","500.90"
"Hourly","PH19092622","512.90"
"Block","PB19092622-01","173.30"
"Block","PB19092623-01","143.30"
"Hourly","PH19092623","445.40"
"Hourly","PH19092700","317.50"
"Block","PB19092700-01","130.00"
"Block","PB19092701-01","124.90"
"Hourly","PH19092701","322.40"
"Hourly","PH19092702","264.70"
"Block","PB19092702-01","145.20"
"Hourly","PH19092703","352.60"
"Block","PB19092703-03","19.50"
"Block","PB19092703-01","178.90"
"Block","PB19092704-01","199.50"
"Hourly","PH19092704","453.00"
"Block","PB19092705-01","148.10"
"Hourly","PH19092705","208.70"
"Hourly","PH19092706","233.60"
"Block","PB19092706-01","128.80"
"Hourly","PH19092707","304.20"
"Block","PB19092707-01","134.80"
"Block","PB19092708-01","124.90"
"Hourly","PH19092708","300.00"
"Block","PB19092709-01","132.20"
"Hourly","PH19092709","346.50"
"Block","PB19092710-01","137.30"
"Hourly","PH19092710","444.00"
"Block","PB19092711-01","1,648.90"
"Hourly","PH19092711","507.50"
"Hourly","PH19092712","544.80"
"Block","PB19092712-01","146.40"
"Block","PB19092713-01","146.70"
"Hourly","PH19092713","716.70"
"Block","PB19092714-01","161.80"
"Hourly","PH19092714","694.70"
"Block","PB19092715-01","161.90"
"Hourly","PH19092715","595.80"
"Block","PB19092716-01","1,720.50"
"Hourly","PH19092716","406.20"
"Hourly","PH19092717","399.30"
"Block","PB19092717-01","236.10"
"Hourly","PH19092718","481.70"
"Block","PB19092718-01","212.90"
"Hourly","PH19092719","409.40"
"Block","PB19092719-01","240.00"
"Hourly","PH19092720","444.60"
"Block","PB19092720-01","292.90"
"Hourly","PH19092721","406.80"
"Block","PB19092721-01","309.70"
"Hourly","PH19092722","437.10"
"Block","PB19092722-01","290.30"
"Block","PB19092723-01","247.00"
"Hourly","PH19092723","425.30"
"Block","PB19092800-01","189.30"
"Hourly","PH19092800","179.70"
"Block","PB19092801-01","198.50"
"Hourly","PH19092801","186.70"
"Block","PB19092802-01","215.50"
"Hourly","PH19092802","182.60"
"Block","PB19092803-01","214.30"
"Hourly","PH19092803","347.70"
"Hourly","PH19092804","395.30"
"Block","PB19092804-01","195.70"
"Block","PB19092805-01","183.20"
"Hourly","PH19092805","367.10"
"Block","PB19092806-01","204.00"
"Hourly","PH19092806","288.60"
"Block","PB19092807-01","163.10"
"Hourly","PH19092807","360.50"
"Block","PB19092808-01","164.60"
"Hourly","PH19092808","353.50"
"Hourly","PH19092809","366.70"
"Block","PB19092809-01","197.40"
"Hourly","PH19092810","402.60"
"Block","PB19092810-01","221.40"
"Hourly","PH19092811","446.70"
"Block","PB19092811-01","233.50"
"Block","PB19092812-01","200.40"
"Hourly","PH19092812","475.10"
"Block","PB19092813-01","212.90"
"Block","PB19092813-03","10.00"
"Block","PB19092813-02","11.00"
"Hourly","PH19092813","556.60"
"Block","PB19092814-10","0.80"
"Block","PB19092814-01","183.60"
"Hourly","PH19092814","610.70"
"Block","PB19092815-01","200.50"
"Hourly","PH19092815","609.60"
"Block","PB19092816-01","244.80"
"Block","PB19092816-03","7.00"
"Hourly","PH19092816","636.50"
"Hourly","PH19092817","680.70"
"Block","PB19092817-04","20.00"
"Block","PB19092817-01","268.60"
"Block","PB19092818-01","288.50"
"Hourly","PH19092818","550.50"
"Block","PB19092819-01","227.00"
"Hourly","PH19092819","565.20"
"Block","PB19092820-01","183.60"
"Hourly","PH19092820","449.30"
"Hourly","PH19092821","439.00"
"Block","PB19092821-01","203.00"
"Hourly","PH19092822","483.50"
"Block","PB19092822-01","211.10"
"Block","PB19092823-01","239.70"
"Hourly","PH19092823","430.60"
"Block","PB19092900-01","124.30"
"Block","PB19092900-02","1.50"
"Hourly","PH19092900","287.10"
"Block","PB19092901-01","157.00"
"Hourly","PH19092901","223.70"
"Block","PB19092902-01","116.10"
"Hourly","PH19092902","243.10"
"Block","PB19092903-01","166.80"
"Hourly","PH19092903","281.00"
"Block","PB19092904-01","106.90"
"Hourly","PH19092904","363.50"
"Block","PB19092905-01","100.90"
"Hourly","PH19092905","307.80"
"Hourly","PH19092906","263.40"
"Block","PB19092906-01","145.90"
"Block","PB19092907-01","146.80"
"Hourly","PH19092907","227.70"
"Block","PB19092908-01","154.60"
"Hourly","PH19092908","193.90"
"Hourly","PH19092909","263.80"
"Block","PB19092909-01","109.60"
"Hourly","PH19092910","234.10"
"Block","PB19092910-01","119.60"
"Hourly","PH19092911","411.50"
"Block","PB19092911-01","144.40"
"Hourly","PH19092912","352.40"
"Block","PB19092912-01","148.20"
"Block","PB19092913-01","160.30"
"Block","PB19092913-11","3.00"
"Hourly","PH19092913","261.90"
"Block","PB19092914-01","133.70"
"Hourly","PH19092914","424.20"
"Block","PB19092915-01","166.70"
"Hourly","PH19092915","601.00"
"Hourly","PH19092916","525.30"
"Block","PB19092916-01","107.80"
"Hourly","PH19092917","164.70"
"Block","PB19092917-01","154.60"
"Block","PB19092918-01","163.80"
"Hourly","PH19092918","230.40"
"Block","PB19092919-01","139.50"
"Hourly","PH19092919","229.90"
"Block","PB19092919-02","7.00"
"Block","PB19092920-01","126.60"
"Hourly","PH19092920","486.30"
"Hourly","PH19092921","414.30"
"Block","PB19092921-01","108.90"
"Hourly","PH19092922","424.20"
"Block","PB19092922-01","184.50"
"Block","PB19092923-01","125.00"
"Hourly","PH19092923","685.40"
"Hourly","PH19093000","256.60"
"Block","PB19093000-01","123.00"
"Hourly","PH19093001","207.80"
"Block","PB19093001-01","135.70"
"Block","PB19093002-01","126.00"
"Hourly","PH19093002","136.10"
"Hourly","PH19093003","133.50"
"Block","PB19093003-01","120.00"
"Hourly","PH19093004","161.00"
"Block","PB19093004-01","126.50"
"Block","PB19093005-01","142.70"
"Hourly","PH19093005","140.50"
"Block","PB19093006-01","128.30"
"Hourly","PH19093006","180.40"
"Block","PB19093006-03","4.00"
"Block","PB19093007-01","135.50"
"Hourly","PH19093007","187.20"
"Block","PB19093008-01","118.70"
"Hourly","PH19093008","249.20"
"Block","PB19093009-01","120.80"
"Hourly","PH19093009","310.10"
"Hourly","PH19093010","419.50"
"Block","PB19093010-01","79.30"
"Block","PB19093011-01","94.40"
"Hourly","PH19093011","477.60"
"Block","PB19093012-01","76.20"
"Hourly","PH19093012","497.50"
"Block","PB19093013-01","89.60"
"Hourly","PH19093013","520.90"
"Block","PB19093014-01","106.80"
"Hourly","PH19093014","385.70"
"Block","PB19093015-01","80.00"
"Hourly","PH19093015","495.00"
"Block","PB19093016-01","127.00"
"Hourly","PH19093016","373.00"
"Block","PB19093017-01","132.00"
"Hourly","PH19093017","414.00"
"Hourly","PH19093018","539.20"
"Block","PB19093018-01","142.70"
"Block","PB19093019-05","4.00"
"Block","PB19093019-01","217.10"
"Hourly","PH19093019","552.00"
"Block","PB19093020-01","135.40"
"Hourly","PH19093020","366.80"
"Block","PB19093021-01","142.40"
"Hourly","PH19093021","268.70"
"Block","PB19093022-01","144.20"
"Hourly","PH19093022","384.20"
"Block","PB19093023-01","130.30"
"Hourly","PH19093023","417.00"
"Block","PB19100100-03","4.00"
"Block","PB19100100-01","84.90"
"Hourly","PH19100100","183.60"
"Block","PB19100101-01","91.10"
"Hourly","PH19100101","218.50"
"Block","PB19100102-01","81.00"
"Hourly","PH19100102","263.70"
"Block","PB19100103-05","11.00"
"Hourly","PH19100103","244.70"
"Block","PB19100103-01","64.00"
"Block","PB19100104-01","69.30"
"Hourly","PH19100104","276.70"
"Hourly","PH19100105","323.70"
"Block","PB19100105-01","66.70"
"Hourly","PH19100106","240.80"
"Block","PB19100106-01","66.90"
"Block","PB19100107-01","67.00"
"Hourly","PH19100107","252.00"
"Block","PB19100108-01","84.50"
"Hourly","PH19100108","247.70"
"Hourly","PH19100109","258.20"
"Block","PB19100109-01","99.20"
"Hourly","PH19100110","240.20"
"Block","PB19100110-01","100.90"
"Block","PB19100111-01","102.40"
"Hourly","PH19100111","328.50"
"Hourly","PH19100112","422.70"
"Block","PB19100112-01","215.60"
"Hourly","PH19100113","463.00"
"Block","PB19100113-01","107.60"
"Hourly","PH19100114","413.60"
"Block","PB19100114-01","95.30"
"Hourly","PH19100115","523.60"
"Block","PB19100115-01","100.50"
"Hourly","PH19100116","563.30"
"Block","PB19100116-01","106.70"
"Block","PB19100117-01","196.80"
"Hourly","PH19100117","441.10"
"Block","PB19100118-01","189.40"
"Hourly","PH19100118","403.30"
"Hourly","PH19100119","307.10"
"Block","PB19100119-01","144.80"
"Hourly","PH19100120","400.80"
"Block","PB19100120-01","209.00"
"Hourly","PH19100121","397.50"
"Block","PB19100121-01","197.00"
"Block","PB19100121-03","4.00"
"Block","PB19100122-01","196.90"
"Hourly","PH19100122","342.20"
"Hourly","PH19100123","440.80"
"Block","PB19100123-01","180.10"
"Block","PB19100200-01","110.90"
"Hourly","PH19100200","76.00"
"Block","PB19100201-01","112.20"
"Hourly","PH19100201","199.70"
"Block","PB19100202-01","95.80"
"Hourly","PH19100202","188.20"
"Block","PB19100203-01","122.50"
"Hourly","PH19100203","196.70"
"Block","PB19100204-01","117.30"
"Hourly","PH19100204","383.60"
"Block","PB19100205-01","111.40"
"Hourly","PH19100205","250.90"
"Block","PB19100206-01","98.70"
"Hourly","PH19100206","277.80"
"Block","PB19100207-01","94.10"
"Hourly","PH19100207","80.20"
"Block","PB19100208-01","133.50"
"Hourly","PH19100208","72.80"
"Block","PB19100209-01","129.60"
"Hourly","PH19100209","81.10"
"Block","PB19100210-01","128.90"
"Hourly","PH19100210","135.50"
"Block","PB19100211-01","87.80"
"Hourly","PH19100211","196.30"
"Block","PB19100212-01","126.90"
"Hourly","PH19100212","221.50"
"Block","PB19100213-01","128.80"
"Hourly","PH19100213","215.50"
"Block","PB19100214-01","138.80"
"Block","PB19100214-03","5.00"
"Hourly","PH19100214","210.10"
"Block","PB19100215-01","128.50"
"Hourly","PH19100215","365.00"
"Block","PB19100216-01","168.30"
"Hourly","PH19100216","227.00"
"Block","PB19100217-01","152.00"
"Hourly","PH19100217","232.70"
"Block","PB19100218-01","126.90"
"Hourly","PH19100218","367.60"
"Block","PB19100219-01","176.20"
"Hourly","PH19100219","282.50"
"Block","PB19100220-01","170.40"
"Hourly","PH19100220","320.40"
"Block","PB19100221-01","181.10"
"Hourly","PH19100221","311.00"
"Block","PB19100222-01","168.00"
"Hourly","PH19100222","340.00"
"Block","PB19100223-01","218.30"
"Hourly","PH19100223","429.60"
"Block","PB19100300-01","172.30"
"Hourly","PH19100300","161.50"
"Block","PB19100301-01","173.10"
"Hourly","PH19100301","216.00"
"Hourly","PH19100302","246.90"
"Block","PB19100302-01","191.00"
"Hourly","PH19100303","264.80"
"Block","PB19100303-01","204.80"
"Hourly","PH19100304","341.90"
"Block","PB19100304-01","179.90"
"Block","PB19100305-01","239.60"
"Hourly","PH19100305","162.20"
"Block","PB19100306-01","259.10"
"Hourly","PH19100306","221.10"
"Hourly","PH19100307","108.40"
"Block","PB19100307-01","248.20"
"Hourly","PH19100308","92.40"
"Block","PB19100308-01","203.30"
"Block","PB19100309-01","170.70"
"Hourly","PH19100309","106.30"
"Hourly","PH19100310","157.60"
"Block","PB19100310-01","184.50"
"Block","PB19100311-01","214.10"
"Hourly","PH19100311","216.00"
"Hourly","PH19100312","271.60"
"Block","PB19100312-01","181.60"
"Block","PB19100313-01","162.50"
"Hourly","PH19100313","321.20"
"Block","PB19100314-01","159.40"
"Hourly","PH19100314","386.20"
"Hourly","PH19100315","378.60"
"Block","PB19100315-01","177.10"
"Block","PB19100316-01","234.40"
"Hourly","PH19100316","421.40"
"Hourly","PH19100317","433.70"
"Block","PB19100317-05","30.00"
"Block","PB19100317-01","225.40"
"Block","PB19100318-01","213.30"
"Hourly","PH19100318","447.60"
"Block","PB19100319-01","223.40"
"Hourly","PH19100319","531.00"
"Hourly","PH19100320","445.30"
"Block","PB19100320-01","209.50"
"Block","PB19100321-01","220.90"
"Hourly","PH19100321","504.90"
"Block","PB19100322-01","272.60"
"Hourly","PH19100322","650.80"
"Hourly","PH19100323","501.10"
"Block","PB19100323-01","210.50"
"Hourly","PH19100400","89.70"
"Block","PB19100400-01","241.40"
"Hourly","PH19100401","140.70"
"Block","PB19100401-01","252.20"
"Hourly","PH19100402","150.20"
"Block","PB19100402-01","217.70"
"Block","PB19100403-01","221.00"
"Hourly","PH19100403","126.80"
"Block","PB19100404-01","218.40"
"Hourly","PH19100404","69.00"
"Hourly","PH19100405","170.50"
"Block","PB19100405-01","197.30"
"Block","PB19100406-01","250.70"
"Hourly","PH19100406","222.70"
"Block","PB19100407-01","276.30"
"Hourly","PH19100407","121.10"
"Block","PB19100408-01","229.10"
"Hourly","PH19100408","208.50"
"Block","PB19100409-01","248.90"
"Hourly","PH19100409","132.60"
"Hourly","PH19100410","189.60"
"Block","PB19100410-01","222.50"
"Block","PB19100411-01","236.40"
"Hourly","PH19100411","336.70"
"Block","PB19100411-02","25.00"
"Block","PB19100412-01","214.50"
"Hourly","PH19100412","329.30"
"Block","PB19100413-01","204.40"
"Hourly","PH19100413","324.20"
"Hourly","PH19100414","284.40"
"Block","PB19100414-01","250.30"
"Block","PB19100415-01","275.20"
"Hourly","PH19100415","357.40"
"Hourly","PH19100416","350.80"
"Block","PB19100416-01","280.40"
"Hourly","PH19100417","480.70"
"Block","PB19100417-01","306.90"
"Hourly","PH19100418","367.50"
"Block","PB19100418-01","245.50"
"Block","PB19100419-01","330.30"
"Hourly","PH19100419","407.50"
"Hourly","PH19100420","408.50"
"Block","PB19100420-01","397.90"
"Hourly","PH19100421","385.90"
"Block","PB19100421-01","420.80"
"Hourly","PH19100422","360.50"
"Block","PB19100422-01","374.80"
"Block","PB19100423-01","389.00"
"Hourly","PH19100423","466.50"
"Hourly","PH19100500","250.60"
"Block","PB19100500-01","326.90"
"Hourly","PH19100501","420.90"
"Block","PB19100501-01","347.80"
"Hourly","PH19100502","358.90"
"Block","PB19100502-01","256.20"
"Block","PB19100503-01","303.00"
"Hourly","PH19100503","254.90"
"Block","PB19100504-01","385.60"
"Hourly","PH19100504","359.00"
"Block","PB19100504-04","0.00"
"Block","PB19100505-01","392.40"
"Hourly","PH19100505","257.00"
"Hourly","PH19100506","264.20"
"Block","PB19100506-01","424.40"
"Block","PB19100507-01","434.50"
"Hourly","PH19100507","477.00"
"Block","PB19100508-01","325.10"
"Hourly","PH19100508","179.80"
"Block","PB19100509-01","335.20"
"Hourly","PH19100509","171.40"
"Hourly","PH19100510","125.70"
"Block","PB19100510-01","342.70"
"Block","PB19100511-01","314.70"
"Hourly","PH19100511","185.40"
"Block","PB19100512-01","306.70"
"Hourly","PH19100512","322.40"
"Block","PB19100512-02","39.90"
"Hourly","PH19100513","245.50"
"Block","PB19100513-01","244.40"
"Block","PB19100514-01","262.80"
"Hourly","PH19100514","288.40"
"Block","PB19100515-01","296.70"
"Hourly","PH19100515","236.80"
"Block","PB19100516-01","270.80"
"Hourly","PH19100516","366.80"
"Hourly","PH19100517","286.90"
"Block","PB19100517-01","197.50"
"Hourly","PH19100518","318.50"
"Block","PB19100518-01","227.10"
"Hourly","PH19100519","363.00"
"Block","PB19100519-01","156.90"
"Block","PB19100520-01","171.20"
"Hourly","PH19100520","412.70"
"Block","PB19100521-01","180.00"
"Hourly","PH19100521","397.30"
"Hourly","PH19100522","340.00"
"Block","PB19100522-01","179.30"
"Hourly","PH19100523","304.10"
"Block","PB19100523-01","174.20"
"Hourly","PH19100600","238.10"
"Block","PB19100600-24","14.00"
"Block","PB19100600-01","130.00"
"Hourly","PH19100601","196.80"
"Block","PB19100601-01","152.30"
"Hourly","PH19100602","126.00"
"Block","PB19100602-01","143.80"
"Block","PB19100603-04","0.00"
"Hourly","PH19100603","155.60"
"Block","PB19100603-01","164.30"
"Block","PB19100604-01","199.60"
"Hourly","PH19100604","189.10"
"Block","PB19100605-01","193.40"
"Hourly","PH19100605","171.80"
"Block","PB19100606-01","198.90"
"Hourly","PH19100606","154.40"
"Block","PB19100607-01","269.60"
"Hourly","PH19100607","332.70"
"Hourly","PH19100608","145.80"
"Block","PB19100608-01","298.00"
"Block","PB19100609-01","241.50"
"Hourly","PH19100609","166.20"
"Hourly","PH19100610","195.90"
"Block","PB19100610-01","227.20"
"Block","PB19100611-01","261.20"
"Hourly","PH19100611","393.80"
"Hourly","PH19100612","260.80"
"Block","PB19100612-01","353.10"
"Block","PB19100613-01","273.90"
"Hourly","PH19100613","334.20"
"Block","PB19100614-01","202.30"
"Hourly","PH19100614","405.30"
"Hourly","PH19100615","583.30"
"Block","PB19100615-01","219.60"
"Block","PB19100616-01","197.80"
"Hourly","PH19100616","784.60"
"Hourly","PH19100617","697.00"
"Block","PB19100617-01","178.90"
"Block","PB19100618-01","177.80"
