"Contract Type","Contract Name","Trade Value (TL)"
"Hourly","PH19111601","25,029.01"
"Block","PB19111602-01","96,316.37"
"Hourly","PH19111602","101,988.06"
"Block","PB19111603-01","48,929.98"
"Hourly","PH19111603","43,814.17"
"Hourly","PH19111604","24,100.01"
"Block","PB19111604-01","35,953.00"
"Block","PB19111605-01","37,584.56"
"Block","PB19111605-02","3,528.00"
"Hourly","PH19111605","31,700.49"
"Block","PB19111606-01","42,651.82"
"Hourly","PH19111606","19,738.61"
"Block","PB19111607-01","46,322.56"
"Hourly","PH19111607","18,891.90"
"Block","PB19111608-01","50,480.66"
"Hourly","PH19111608","28,020.64"
"Block","PB19111609-01","43,625.84"
"Hourly","PH19111609","22,346.31"
"Hourly","PH19111610","87,999.81"
"Block","PB19111610-01","37,165.53"
"Block","PB19111611-01","41,647.05"
"Hourly","PH19111611","108,539.39"
"Block","PB19111612-01","37,459.72"
"Hourly","PH19111612","157,730.06"
"Hourly","PH19111613","125,387.41"
"Block","PB19111613-01","41,908.94"
"Block","PB19111614-01","60,154.86"
"Hourly","PH19111614","163,291.42"
"Block","PB19111615-01","52,843.76"
"Hourly","PH19111615","185,203.64"
"Block","PB19111616-01","55,234.24"
"Hourly","PH19111616","242,941.56"
"Block","PB19111617-01","48,632.54"
"Hourly","PH19111617","240,004.24"
"Block","PB19111618-01","57,088.80"
"Hourly","PH19111618","260,782.13"
"Hourly","PH19111619","183,824.60"
"Block","PB19111619-01","61,748.84"
"Block","PB19111620-01","59,470.03"
"Hourly","PH19111620","216,908.02"
"Block","PB19111621-01","53,731.32"
"Hourly","PH19111621","213,677.97"
"Block","PB19111622-01","60,076.00"
"Hourly","PH19111622","185,168.57"
"Block","PB19111623-01","59,105.27"
"Hourly","PH19111623","225,534.77"
"Block","PB19111700-01","37,070.85"
"Block","PB19111700-24","29,481.60"
"Hourly","PH19111700","77,766.16"
"Block","PB19111700-08","7,478.50"
"Block","PB19111701-01","41,015.10"
"Hourly","PH19111701","105,551.19"
"Hourly","PH19111702","141,266.01"
"Block","PB19111702-01","36,446.55"
"Hourly","PH19111703","78,415.06"
"Block","PB19111703-01","22,902.13"
"Hourly","PH19111704","72,496.04"
"Block","PB19111704-01","21,476.19"
"Hourly","PH19111705","97,860.70"
"Block","PB19111705-01","22,170.74"
"Block","PB19111706-01","20,654.58"
"Hourly","PH19111706","124,852.38"
"Block","PB19111707-01","19,884.89"
"Hourly","PH19111707","138,156.12"
"Block","PB19111708-14","13,381.12"
"Hourly","PH19111708","68,035.10"
"Block","PB19111708-01","17,209.68"
"Block","PB19111709-01","6,300.45"
"Hourly","PH19111709","5,972.91"
"Block","PB19111710-01","20,955.72"
"Hourly","PH19111710","67,003.69"
"Block","PB19111711-01","23,940.85"
"Hourly","PH19111711","76,051.39"
"Block","PB19111712-01","8,657.60"
"Hourly","PH19111712","14,024.91"
"Block","PB19111713-01","20,119.60"
"Hourly","PH19111713","75,429.91"
"Block","PB19111714-01","20,898.25"
"Hourly","PH19111714","42,329.13"
"Hourly","PH19111715","55,241.89"
"Block","PB19111715-01","17,731.31"
"Hourly","PH19111716","101,596.98"
"Block","PB19111716-01","23,845.26"
"Block","PB19111716-08","2,590.40"
"Hourly","PH19111717","93,419.86"
"Block","PB19111717-01","52,093.68"
"Block","PB19111718-01","58,566.88"
"Hourly","PH19111718","105,914.15"
"Hourly","PH19111719","108,400.43"
"Block","PB19111719-01","84,598.02"
"Block","PB19111720-01","80,588.96"
"Hourly","PH19111720","99,871.75"
"Hourly","PH19111721","92,820.15"
"Block","PB19111721-01","70,059.00"
"Hourly","PH19111722","78,901.52"
"Block","PB19111722-01","66,493.78"
"Block","PB19111723-01","78,699.27"
"Hourly","PH19111723","83,768.81"
"Block","PB19111800-01","52,343.70"
"Hourly","PH19111800","39,471.30"
"Block","PB19111801-01","44,147.43"
"Hourly","PH19111801","37,965.21"
"Block","PB19111802-01","38,732.30"
"Hourly","PH19111802","50,315.22"
"Block","PB19111803-01","30,473.03"
"Hourly","PH19111803","43,937.15"
"Hourly","PH19111804","29,822.64"
"Block","PB19111804-01","28,353.31"
"Hourly","PH19111805","30,161.52"
"Block","PB19111805-01","32,890.33"
"Block","PB19111806-01","54,441.83"
"Hourly","PH19111806","86,774.77"
"Block","PB19111807-01","54,821.65"
"Hourly","PH19111807","44,408.60"
"Block","PB19111808-01","56,906.69"
"Hourly","PH19111808","31,778.99"
"Block","PB19111809-01","56,929.74"
"Hourly","PH19111809","39,645.70"
"Block","PB19111810-01","65,222.28"
"Hourly","PH19111810","64,046.49"
"Block","PB19111811-01","72,924.53"
"Hourly","PH19111811","132,085.33"
"Hourly","PH19111812","121,970.96"
"Block","PB19111812-01","57,801.37"
"Block","PB19111813-01","53,364.72"
"Hourly","PH19111813","137,924.08"
"Block","PB19111814-01","72,709.30"
"Hourly","PH19111814","131,952.71"
"Block","PB19111815-01","68,543.03"
"Hourly","PH19111815","163,875.91"
"Block","PB19111816-01","58,558.53"
"Hourly","PH19111816","161,497.98"
"Block","PB19111817-01","38,572.56"
"Hourly","PH19111817","149,636.85"
"Hourly","PH19111818","132,855.73"
"Block","PB19111818-01","38,503.86"
"Hourly","PH19111819","170,311.66"
"Block","PB19111819-01","53,670.41"
"Block","PB19111820-01","54,239.34"
"Hourly","PH19111820","118,868.21"
"Block","PB19111821-01","60,110.94"
"Hourly","PH19111821","100,202.62"
"Block","PB19111822-01","54,977.47"
"Hourly","PH19111822","103,986.48"
"Hourly","PH19111823","127,778.14"
"Block","PB19111823-01","47,476.40"
"Hourly","PH19111900","48,457.04"
"Block","PB19111900-01","28,665.22"
"Hourly","PH19111901","24,610.49"
"Block","PB19111901-01","42,167.86"
"Hourly","PH19111902","27,046.76"
"Block","PB19111902-01","30,859.34"
"Hourly","PH19111903","43,683.84"
"Block","PB19111903-01","21,490.18"
"Block","PB19111904-01","15,967.58"
"Hourly","PH19111904","30,733.32"
"Hourly","PH19111905","44,499.18"
"Block","PB19111905-01","18,752.60"
"Block","PB19111906-01","21,855.48"
"Hourly","PH19111906","53,056.86"
"Hourly","PH19111907","36,371.32"
"Block","PB19111907-01","23,256.08"
"Block","PB19111908-01","28,127.15"
"Hourly","PH19111908","49,934.71"
"Block","PB19111909-01","23,665.59"
"Hourly","PH19111909","91,686.19"
"Hourly","PH19111910","180,887.88"
"Block","PB19111910-01","21,500.40"
"Block","PB19111911-01","21,217.70"
"Hourly","PH19111911","35,223.01"
"Hourly","PH19111912","184,959.68"
"Block","PB19111912-01","17,297.04"
"Block","PB19111913-01","26,048.54"
"Hourly","PH19111913","101,716.39"
"Block","PB19111914-01","18,690.22"
"Hourly","PH19111914","114,124.27"
"Block","PB19111915-01","16,494.65"
"Hourly","PH19111915","122,438.99"
"Hourly","PH19111916","150,981.81"
"Block","PB19111916-01","17,682.18"
"Block","PB19111917-01","23,541.73"
"Hourly","PH19111917","108,943.35"
"Block","PB19111918-01","22,555.29"
"Block","PB19111918-06","1,717.20"
"Hourly","PH19111918","120,650.84"
"Hourly","PH19111919","106,960.36"
"Block","PB19111919-01","19,341.14"
"Hourly","PH19111920","63,049.85"
"Block","PB19111920-01","24,706.83"
"Hourly","PH19111921","42,737.84"
"Block","PB19111921-01","27,179.49"
"Hourly","PH19111922","45,732.99"
"Block","PB19111922-01","27,699.99"
"Block","PB19111923-01","32,421.82"
"Hourly","PH19111923","179,804.37"
"Hourly","PH19112000","100,483.49"
"Block","PB19112000-01","21,358.64"
"Block","PB19112001-01","17,802.34"
"Hourly","PH19112001","78,265.39"
"Hourly","PH19112002","39,206.08"
"Block","PB19112002-01","15,603.34"
"Hourly","PH19112003","29,844.07"
"Block","PB19112003-01","14,958.59"
"Block","PB19112004-01","13,045.50"
"Hourly","PH19112004","18,758.39"
"Block","PB19112005-01","12,150.87"
"Hourly","PH19112005","26,420.06"
"Block","PB19112006-01","21,530.29"
"Hourly","PH19112006","90,914.05"
"Block","PB19112007-01","28,996.66"
"Hourly","PH19112007","36,829.84"
"Block","PB19112008-01","23,857.07"
"Hourly","PH19112008","17,879.25"
"Hourly","PH19112009","18,955.59"
"Block","PB19112009-01","27,831.01"
"Block","PB19112010-01","23,876.07"
"Hourly","PH19112010","28,629.73"
"Block","PB19112011-01","23,022.55"
"Hourly","PH19112011","68,754.77"
"Block","PB19112011-06","18,505.80"
"Hourly","PH19112012","88,916.39"
"Block","PB19112012-01","15,641.33"
"Block","PB19112012-04","144,095.20"
"Hourly","PH19112013","88,358.63"
"Block","PB19112013-01","26,640.42"
"Block","PB19112014-01","29,362.70"
"Hourly","PH19112014","59,654.48"
"Block","PB19112015-01","29,169.96"
"Hourly","PH19112015","90,640.76"
"Block","PB19112016-01","33,631.00"
"Hourly","PH19112016","121,054.73"
"Hourly","PH19112017","218,612.46"
"Block","PB19112017-01","38,016.41"
"Block","PB19112018-01","39,778.47"
"Hourly","PH19112018","179,895.54"
"Hourly","PH19112019","110,700.76"
"Block","PB19112019-01","39,691.99"
"Block","PB19112020-01","42,426.60"
"Hourly","PH19112020","77,682.12"
"Hourly","PH19112021","82,267.63"
"Block","PB19112021-01","41,936.56"
"Hourly","PH19112022","103,271.64"
"Block","PB19112022-01","45,455.63"
"Block","PB19112023-01","54,849.23"
"Hourly","PH19112023","161,956.96"
"Hourly","PH19112100","70,113.54"
"Block","PB19112100-01","30,145.35"
"Block","PB19112101-01","36,639.48"
"Hourly","PH19112101","19,156.83"
"Block","PB19112102-01","38,066.13"
"Hourly","PH19112102","69,483.46"
"Hourly","PH19112103","61,449.63"
"Block","PB19112103-01","35,753.28"
"Hourly","PH19112104","70,439.31"
"Block","PB19112104-01","28,366.77"
"Block","PB19112105-01","37,458.86"
"Hourly","PH19112105","71,659.85"
"Block","PB19112106-01","42,186.21"
"Hourly","PH19112106","72,213.68"
"Block","PB19112107-01","40,002.91"
"Hourly","PH19112107","74,967.70"
"Block","PB19112108-01","41,561.56"
"Hourly","PH19112108","22,626.02"
"Block","PB19112109-01","41,165.56"
"Hourly","PH19112109","37,439.80"
"Block","PB19112110-01","38,334.05"
"Hourly","PH19112110","18,817.85"
"Block","PB19112111-01","26,652.07"
"Hourly","PH19112111","87,955.45"
"Hourly","PH19112112","125,493.67"
"Block","PB19112112-01","32,522.21"
"Block","PB19112113-01","32,581.76"
"Hourly","PH19112113","107,359.76"
"Block","PB19112114-01","33,630.20"
"Hourly","PH19112114","129,293.08"
"Hourly","PH19112115","119,140.89"
"Block","PB19112115-01","33,464.41"
"Block","PB19112116-01","42,222.87"
"Hourly","PH19112116","158,595.89"
"Hourly","PH19112117","331,512.22"
"Block","PB19112117-01","44,443.39"
"Block","PB19112118-01","41,410.55"
"Hourly","PH19112118","278,758.32"
"Hourly","PH19112119","185,504.93"
"Block","PB19112119-01","49,042.86"
"Hourly","PH19112120","234,124.79"
"Block","PB19112120-01","42,341.46"
"Hourly","PH19112121","158,597.05"
"Block","PB19112121-01","45,390.80"
"Block","PB19112122-01","51,766.72"
"Hourly","PH19112122","152,775.92"
"Block","PB19112123-01","48,017.54"
"Hourly","PH19112123","115,114.90"
"Hourly","PH19112200","57,556.02"
"Block","PB19112200-01","46,358.04"
"Hourly","PH19112201","50,178.03"
"Block","PB19112201-01","36,407.02"
"Hourly","PH19112202","125,552.72"
"Block","PB19112202-01","35,518.08"
"Hourly","PH19112203","46,928.36"
"Block","PB19112203-01","37,821.02"
"Hourly","PH19112204","49,895.29"
"Block","PB19112204-01","40,937.12"
"Block","PB19112205-01","42,719.56"
"Hourly","PH19112205","58,203.60"
"Hourly","PH19112206","64,145.91"
"Block","PB19112206-01","50,978.19"
"Block","PB19112207-01","65,211.84"
"Hourly","PH19112207","71,977.24"
"Block","PB19112208-01","89,144.10"
"Hourly","PH19112208","81,433.18"
"Hourly","PH19112209","60,161.16"
"Block","PB19112209-01","94,154.68"
"Block","PB19112210-01","81,354.24"
"Hourly","PH19112210","81,854.76"
"Hourly","PH19112211","62,770.39"
"Block","PB19112211-01","78,916.36"
"Block","PB19112212-01","60,678.69"
"Hourly","PH19112212","63,013.29"
"Block","PB19112213-01","78,948.28"
"Hourly","PH19112213","110,365.48"
"Hourly","PH19112214","101,927.74"
"Block","PB19112214-01","74,138.16"
"Block","PB19112215-01","68,349.97"
"Hourly","PH19112215","124,484.69"
"Hourly","PH19112216","116,736.97"
"Block","PB19112216-01","55,286.45"
"Block","PB19112217-01","47,388.80"
"Hourly","PH19112217","135,931.10"
"Block","PB19112218-01","48,406.71"
"Hourly","PH19112218","187,990.62"
"Hourly","PH19112219","160,785.12"
"Block","PB19112219-01","50,258.26"
"Hourly","PH19112220","128,308.72"
"Block","PB19112220-01","46,673.72"
"Hourly","PH19112221","128,945.69"
"Block","PB19112221-01","63,408.25"
"Block","PB19112222-01","57,781.44"
"Hourly","PH19112222","134,883.80"
"Hourly","PH19112223","114,634.15"
"Block","PB19112223-01","58,351.90"
"Hourly","PH19112300","65,011.17"
"Block","PB19112300-01","59,940.46"
"Hourly","PH19112301","38,444.06"
"Block","PB19112301-01","56,759.77"
"Block","PB19112302-01","44,841.48"
"Hourly","PH19112302","26,864.96"
"Block","PB19112303-01","29,762.40"
"Hourly","PH19112303","22,983.40"
"Block","PB19112304-01","24,339.13"
"Hourly","PH19112304","15,057.85"
"Hourly","PH19112305","18,632.47"
"Block","PB19112305-01","31,995.01"
"Block","PB19112306-01","29,256.00"
"Hourly","PH19112306","93,495.14"
"Hourly","PH19112307","22,919.05"
"Block","PB19112307-01","29,023.11"
"Block","PB19112308-01","31,243.66"
"Hourly","PH19112308","25,681.35"
"Hourly","PH19112309","38,406.55"
"Block","PB19112309-01","31,886.51"
"Block","PB19112310-01","36,768.28"
"Hourly","PH19112310","46,101.25"
"Hourly","PH19112311","32,745.84"
"Block","PB19112311-01","38,912.89"
"Block","PB19112312-01","36,512.18"
"Hourly","PH19112312","60,014.86"
"Hourly","PH19112313","83,399.68"
"Block","PB19112313-01","36,599.07"
"Block","PB19112314-01","69,353.84"
"Hourly","PH19112314","78,532.45"
"Hourly","PH19112315","94,127.74"
"Block","PB19112315-01","83,549.34"
"Block","PB19112316-01","85,094.28"
"Hourly","PH19112316","100,910.72"
"Hourly","PH19112317","81,173.63"
"Block","PB19112317-01","86,782.26"
"Block","PB19112318-01","95,135.65"
"Hourly","PH19112318","84,019.48"
"Hourly","PH19112319","96,643.09"
"Block","PB19112319-01","78,429.44"
"Block","PB19112320-01","70,199.19"
"Hourly","PH19112320","74,016.25"
"Hourly","PH19112321","89,867.82"
"Block","PB19112321-01","70,581.91"
"Block","PB19112322-01","72,802.87"
"Hourly","PH19112322","70,528.95"
"Block","PB19112323-01","67,177.74"
"Hourly","PH19112323","59,476.71"
"Hourly","PH19112400","62,790.71"
"Block","PB19112400-01","22,016.86"
"Block","PB19112401-01","17,709.46"
"Hourly","PH19112401","45,746.88"
"Hourly","PH19112402","44,698.91"
"Block","PB19112402-01","16,430.62"
"Hourly","PH19112403","57,453.03"
"Block","PB19112403-01","18,692.86"
"Block","PB19112404-01","28,211.71"
"Hourly","PH19112404","19,883.18"
"Block","PB19112405-01","24,715.30"
"Hourly","PH19112405","27,353.19"
"Block","PB19112406-01","25,348.54"
"Hourly","PH19112406","46,987.39"
"Hourly","PH19112407","15,463.02"
"Block","PB19112407-01","19,484.28"
"Block","PB19112408-01","27,684.36"
"Hourly","PH19112408","36,643.48"
"Block","PB19112409-01","15,656.25"
"Hourly","PH19112409","66,561.80"
"Block","PB19112410-01","26,207.70"
"Hourly","PH19112410","59,288.21"
"Block","PB19112411-01","20,103.49"
"Hourly","PH19112411","59,338.80"
"Hourly","PH19112412","78,052.73"
"Block","PB19112412-01","29,998.02"
"Block","PB19112413-01","28,759.20"
"Hourly","PH19112413","93,700.48"
"Block","PB19112414-01","44,675.76"
"Hourly","PH19112414","111,258.64"
"Block","PB19112415-01","56,682.64"
"Hourly","PH19112415","133,926.98"
"Block","PB19112416-01","63,629.26"
"Hourly","PH19112416","126,594.39"
"Hourly","PH19112417","107,947.27"
"Block","PB19112417-01","53,862.98"
"Hourly","PH19112418","106,626.37"
"Block","PB19112418-01","42,306.18"
"Hourly","PH19112419","105,824.74"
"Block","PB19112419-01","47,491.14"
"Hourly","PH19112420","54,853.46"
"Block","PB19112420-01","55,552.60"
"Hourly","PH19112421","66,063.94"
"Block","PB19112421-01","44,169.47"
"Hourly","PH19112422","50,431.22"
"Block","PB19112422-01","52,312.78"
"Block","PB19112423-01","101,988.68"
"Hourly","PH19112423","67,899.32"
"Hourly","PH19112500","38,489.10"
"Block","PB19112500-01","45,180.62"
"Block","PB19112501-01","58,568.98"
"Hourly","PH19112501","43,995.35"
"Block","PB19112502-01","33,959.99"
"Hourly","PH19112502","31,521.33"
"Block","PB19112503-01","36,542.56"
"Hourly","PH19112503","58,445.78"
"Block","PB19112504-01","35,892.04"
"Hourly","PH19112504","48,999.98"
"Block","PB19112505-01","31,501.52"
"Hourly","PH19112505","35,179.50"
"Block","PB19112506-01","60,207.14"
"Hourly","PH19112506","87,605.18"
"Block","PB19112507-01","73,021.13"
"Hourly","PH19112507","94,842.25"
"Block","PB19112508-01","80,551.23"
"Hourly","PH19112508","91,974.84"
"Block","PB19112509-02","5,232.00"
"Block","PB19112509-01","70,589.22"
"Hourly","PH19112509","82,580.85"
"Block","PB19112510-01","89,751.82"
"Hourly","PH19112510","31,323.38"
"Block","PB19112511-05","17,704.50"
"Block","PB19112511-13","10,873.46"
"Block","PB19112511-11","0.00"
"Block","PB19112511-01","95,968.23"
"Hourly","PH19112511","93,014.07"
"Block","PB19112511-06","27,481.26"
"Block","PB19112512-01","91,763.80"
"Hourly","PH19112512","114,897.52"
"Block","PB19112513-01","81,315.24"
"Hourly","PH19112513","120,234.36"
"Block","PB19112514-01","98,098.28"
"Hourly","PH19112514","117,645.92"
"Block","PB19112515-01","102,262.68"
"Hourly","PH19112515","108,423.03"
"Block","PB19112516-01","105,292.14"
"Hourly","PH19112516","165,387.45"
"Block","PB19112517-01","108,367.31"
"Hourly","PH19112517","193,747.78"
"Block","PB19112518-01","105,408.74"
"Hourly","PH19112518","177,432.60"
"Block","PB19112519-01","121,055.49"
"Hourly","PH19112519","115,097.54"
"Block","PB19112520-01","117,231.00"
"Hourly","PH19112520","75,675.96"
"Block","PB19112521-01","100,975.85"
"Hourly","PH19112521","84,189.47"
"Block","PB19112522-01","95,965.86"
"Hourly","PH19112522","169,046.66"
"Block","PB19112523-01","93,939.59"
"Hourly","PH19112523","279,810.68"
"Block","PB19112600-01","85,361.72"
"Hourly","PH19112600","47,538.65"
"Hourly","PH19112601","88,153.85"
"Block","PB19112601-01","78,197.76"
"Hourly","PH19112602","69,414.64"
"Block","PB19112602-01","89,951.29"
"Hourly","PH19112603","42,788.19"
"Block","PB19112603-01","83,172.41"
"Block","PB19112604-01","60,955.42"
"Hourly","PH19112604","30,103.04"
"Block","PB19112605-01","71,927.42"
"Hourly","PH19112605","41,938.94"
"Hourly","PH19112606","59,906.70"
"Block","PB19112606-01","115,886.56"
"Block","PB19112607-01","112,127.92"
"Hourly","PH19112607","72,255.09"
"Hourly","PH19112608","88,552.66"
"Block","PB19112608-01","105,441.19"
"Block","PB19112608-09","21,708.00"
"Block","PB19112609-01","98,479.91"
"Hourly","PH19112609","88,998.30"
"Block","PB19112610-01","114,861.89"
"Hourly","PH19112610","108,616.56"
"Block","PB19112611-01","125,867.18"
"Hourly","PH19112611","185,775.66"
"Block","PB19112612-01","121,152.57"
"Hourly","PH19112612","198,462.09"
"Hourly","PH19112613","177,295.89"
"Block","PB19112613-01","116,989.88"
"Block","PB19112614-02","33,600.00"
"Hourly","PH19112614","161,364.28"
"Block","PB19112614-01","123,045.54"
"Block","PB19112615-01","117,311.87"
"Hourly","PH19112615","155,304.90"
"Block","PB19112616-01","104,475.95"
"Hourly","PH19112616","184,719.14"
"Hourly","PH19112617","205,290.54"
"Block","PB19112617-01","84,628.18"
"Hourly","PH19112618","203,433.01"
"Block","PB19112618-01","89,641.58"
"Hourly","PH19112619","155,232.92"
"Block","PB19112619-01","70,622.68"
"Hourly","PH19112620","166,058.48"
"Block","PB19112620-01","55,795.00"
"Hourly","PH19112621","158,996.43"
"Block","PB19112621-01","54,796.01"
"Hourly","PH19112622","146,433.36"
"Block","PB19112622-01","58,514.24"
"Hourly","PH19112623","207,009.19"
"Block","PB19112623-01","55,977.27"
"Hourly","PH19112700","31,268.26"
"Block","PB19112700-01","34,218.62"
