"Contract Type","Contract Name","Bid Quantity (MWh)","Offer Quantity (MWh)"
"Block","PB19110908-01","172.40","161.80"
"Hourly","PH19110908","1,710.50","218.60"
"Block","PB19110909-01","154.90","153.60"
"Hourly","PH19110909","1,767.50","224.90"
"Hourly","PH19110910","2,040.30","383.80"
"Block","PB19110910-01","168.10","163.00"
"Block","PB19110911-01","219.10","190.30"
"Hourly","PH19110911","2,642.20","363.10"
"Block","PB19110912-02","13.00","13.00"
"Block","PB19110912-01","201.40","199.50"
"Hourly","PH19110912","1,964.80","454.60"
"Hourly","PH19110913","1,652.10","644.30"
"Block","PB19110913-01","231.90","230.10"
"Hourly","PH19110914","1,950.80","282.70"
"Block","PB19110914-01","365.60","246.80"
"Block","PB19110915-01","385.80","239.90"
"Hourly","PH19110915","1,895.40","197.70"
"Block","PB19110916-01","391.60","240.50"
"Hourly","PH19110916","2,050.90","218.00"
"Hourly","PH19110917","1,752.40","233.00"
"Block","PB19110917-01","283.50","207.90"
"Block","PB19110918-01","276.20","191.70"
"Hourly","PH19110918","2,741.60","370.70"
"Block","PB19110919-01","290.20","181.30"
"Hourly","PH19110919","2,577.50","226.90"
"Block","PB19110920-01","192.80","149.60"
"Hourly","PH19110920","2,628.60","312.40"
"Hourly","PH19110921","2,470.00","433.40"
"Block","PB19110921-01","209.40","160.50"
"Hourly","PH19110922","2,190.10","406.40"
"Block","PB19110922-01","159.80","138.00"
"Block","PB19110923-01","181.30","157.90"
"Hourly","PH19110923","2,362.50","422.20"
"Block","PB19111000-01","183.90","395.20"
"Hourly","PH19111000","426.00","316.70"
"Block","PB19111001-01","231.00","402.20"
"Hourly","PH19111001","731.70","151.60"
"Block","PB19111002-01","229.90","436.90"
"Hourly","PH19111002","696.10","248.00"
"Block","PB19111003-01","295.90","443.60"
"Hourly","PH19111003","575.90","598.50"
"Block","PB19111004-01","252.20","418.80"
"Hourly","PH19111004","458.50","920.10"
"Hourly","PH19111005","563.00","659.00"
"Block","PB19111005-01","170.90","407.10"
"Block","PB19111006-01","183.20","428.10"
"Hourly","PH19111006","565.10","978.90"
"Block","PB19111007-01","284.90","493.20"
"Hourly","PH19111007","1,227.20","321.40"
"Block","PB19111008-01","270.90","654.70"
"Hourly","PH19111008","143.70","1,404.30"
"Block","PB19111009-01","263.10","585.10"
"Hourly","PH19111009","201.60","1,701.50"
"Block","PB19111010-01","241.60","562.40"
"Hourly","PH19111010","446.20","1,837.70"
"Block","PB19111011-01","268.20","532.10"
"Hourly","PH19111011","749.20","2,304.20"
"Block","PB19111012-01","303.70","439.60"
"Hourly","PH19111012","592.60","1,344.20"
"Block","PB19111013-01","306.50","378.60"
"Hourly","PH19111013","616.20","1,478.80"
"Block","PB19111014-01","348.00","475.40"
"Hourly","PH19111014","743.60","1,488.60"
"Block","PB19111015-01","367.20","492.90"
"Hourly","PH19111015","1,464.00","1,399.80"
"Hourly","PH19111016","1,153.20","556.50"
"Block","PB19111016-01","440.30","351.80"
"Hourly","PH19111017","673.50","394.90"
"Block","PB19111017-01","551.20","395.00"
"Block","PB19111018-01","429.10","353.10"
"Hourly","PH19111018","1,739.40","336.30"
"Hourly","PH19111019","1,539.60","290.80"
"Block","PB19111019-01","469.00","369.10"
"Hourly","PH19111020","1,941.10","304.90"
"Block","PB19111020-01","505.90","365.00"
"Block","PB19111021-01","449.10","317.80"
"Hourly","PH19111021","2,170.20","1,030.90"
"Block","PB19111022-01","460.50","363.00"
"Hourly","PH19111022","2,206.80","742.80"
"Block","PB19111023-01","440.30","349.70"
"Hourly","PH19111023","2,970.50","524.40"
"Hourly","PH19111100","627.20","349.30"
"Block","PB19111100-01","386.60","355.80"
"Block","PB19111101-01","347.50","257.90"
"Hourly","PH19111101","1,084.60","314.50"
"Block","PB19111102-01","446.60","272.80"
"Hourly","PH19111102","1,792.90","142.60"
"Block","PB19111103-01","293.40","263.80"
"Hourly","PH19111103","734.20","349.40"
"Block","PB19111104-01","343.30","278.90"
"Hourly","PH19111104","817.60","447.90"
"Block","PB19111105-01","293.50","206.70"
"Hourly","PH19111105","1,007.90","190.40"
"Block","PB19111106-01","265.50","186.70"
"Block","PB19111106-18","2.40","2.40"
"Hourly","PH19111106","2,077.80","251.30"
"Block","PB19111107-01","281.10","194.30"
"Hourly","PH19111107","983.00","1,945.10"
"Block","PB19111108-01","213.70","180.20"
"Hourly","PH19111108","732.00","429.60"
"Block","PB19111109-01","267.80","199.00"
"Hourly","PH19111109","1,137.80","316.80"
"Block","PB19111110-01","1,822.90","243.90"
"Hourly","PH19111110","1,080.10","317.20"
"Block","PB19111111-01","606.80","299.90"
"Block","PB19111111-03","213.00","56.50"
"Hourly","PH19111111","1,053.90","525.60"
"Block","PB19111112-01","384.80","263.00"
"Hourly","PH19111112","945.20","450.70"
"Block","PB19111113-03","0.20","0.20"
"Block","PB19111113-01","219.10","223.90"
"Hourly","PH19111113","754.80","648.00"
"Block","PB19111114-03","55.00","55.00"
"Hourly","PH19111114","1,392.30","588.80"
"Block","PB19111114-01","240.50","219.40"
"Block","PB19111115-01","204.30","201.70"
"Hourly","PH19111115","1,111.10","624.00"
"Block","PB19111116-01","288.10","233.60"
"Hourly","PH19111116","1,345.80","1,339.80"
"Block","PB19111117-01","235.00","218.50"
"Hourly","PH19111117","1,879.60","1,617.50"
"Block","PB19111118-01","206.40","207.90"
"Hourly","PH19111118","2,157.30","1,314.00"
"Block","PB19111119-01","394.20","301.70"
"Hourly","PH19111119","1,320.70","662.60"
"Block","PB19111120-01","393.40","246.50"
"Hourly","PH19111120","2,293.30","2,680.10"
"Block","PB19111121-01","282.40","209.90"
"Hourly","PH19111121","1,230.80","1,234.90"
"Block","PB19111122-01","233.10","175.30"
"Hourly","PH19111122","1,414.10","1,247.40"
"Block","PB19111123-01","239.60","179.20"
"Hourly","PH19111123","1,262.50","1,359.80"
"Block","PB19111200-01","131.90","131.20"
"Hourly","PH19111200","343.90","488.50"
"Hourly","PH19111201","380.70","195.00"
"Block","PB19111201-01","140.30","140.20"
"Block","PB19111202-01","130.80","130.80"
"Hourly","PH19111202","908.80","186.70"
"Block","PB19111203-04","0.00","400.00"
"Hourly","PH19111203","491.90","436.50"
"Block","PB19111203-01","139.30","139.30"
"Hourly","PH19111204","315.10","279.70"
"Block","PB19111204-01","146.50","146.50"
"Hourly","PH19111205","304.50","448.20"
"Block","PB19111205-01","154.50","154.60"
"Hourly","PH19111206","418.60","296.90"
"Block","PB19111206-01","176.60","176.90"
"Block","PB19111207-01","187.60","187.00"
"Hourly","PH19111207","786.80","139.60"
"Hourly","PH19111208","3,070.30","177.40"
"Block","PB19111208-01","196.30","196.30"
"Block","PB19111209-01","210.90","210.90"
"Hourly","PH19111209","2,074.60","153.00"
"Block","PB19111210-01","262.40","199.30"
"Hourly","PH19111210","3,106.60","248.80"
"Block","PB19111211-01","238.30","205.30"
"Hourly","PH19111211","3,104.40","349.70"
"Hourly","PH19111212","2,567.70","465.50"
"Block","PB19111212-01","227.40","200.80"
"Block","PB19111213-01","267.90","233.00"
"Hourly","PH19111213","2,515.60","419.10"
"Hourly","PH19111214","2,541.20","389.50"
"Block","PB19111214-01","260.90","243.10"
"Hourly","PH19111215","3,063.90","575.30"
"Block","PB19111215-01","271.80","218.20"
"Block","PB19111216-01","227.10","213.20"
"Hourly","PH19111216","1,730.30","656.10"
"Hourly","PH19111217","1,743.40","832.10"
"Block","PB19111217-01","207.60","182.20"
"Hourly","PH19111218","2,728.60","1,131.60"
"Block","PB19111218-01","246.30","221.40"
"Block","PB19111219-01","249.10","227.50"
"Hourly","PH19111219","2,563.20","983.40"
"Hourly","PH19111220","3,199.50","609.00"
"Block","PB19111220-01","314.20","247.50"
"Hourly","PH19111221","2,913.40","633.10"
"Block","PB19111221-01","289.90","223.70"
"Hourly","PH19111222","3,307.60","965.40"
"Block","PB19111222-01","321.10","248.00"
"Block","PB19111223-01","250.20","261.60"
"Hourly","PH19111223","2,593.60","1,016.10"
"Block","PB19111300-01","198.90","198.30"
"Hourly","PH19111300","305.60","563.00"
"Hourly","PH19111301","331.20","504.30"
"Block","PB19111301-01","159.90","159.50"
"Block","PB19111302-01","154.70","172.50"
"Hourly","PH19111302","357.50","730.40"
"Block","PB19111303-01","159.20","171.00"
"Hourly","PH19111303","300.40","861.30"
"Block","PB19111304-01","180.70","191.70"
"Hourly","PH19111304","178.20","1,718.00"
"Block","PB19111305-01","183.30","181.00"
"Hourly","PH19111305","251.30","837.50"
"Hourly","PH19111306","314.90","651.50"
"Block","PB19111306-01","238.50","237.10"
"Hourly","PH19111307","510.30","661.40"
"Block","PB19111307-01","263.80","261.00"
"Block","PB19111308-01","312.10","313.50"
"Hourly","PH19111308","2,253.10","125.50"
"Block","PB19111309-01","304.90","307.00"
"Hourly","PH19111309","2,172.90","185.80"
"Block","PB19111310-01","296.60","295.70"
"Hourly","PH19111310","1,763.60","256.10"
"Block","PB19111311-01","308.80","308.80"
"Hourly","PH19111311","1,586.90","762.20"
"Block","PB19111312-06","0.20","0.20"
"Block","PB19111312-01","270.50","267.00"
"Hourly","PH19111312","1,104.30","780.80"
"Hourly","PH19111313","1,388.10","974.80"
"Block","PB19111313-01","281.10","281.10"
"Block","PB19111314-01","242.00","241.50"
"Hourly","PH19111314","1,604.00","1,075.10"
"Block","PB19111315-01","269.30","269.90"
"Hourly","PH19111315","1,204.60","935.00"
"Block","PB19111316-01","133.30","128.70"
"Hourly","PH19111316","1,738.10","913.40"
"Block","PB19111317-01","161.60","135.40"
"Hourly","PH19111317","2,031.50","1,046.80"
"Hourly","PH19111318","1,798.00","1,122.50"
"Block","PB19111318-01","132.50","132.90"
"Block","PB19111319-01","118.90","119.50"
"Hourly","PH19111319","1,922.10","916.10"
"Hourly","PH19111320","1,970.50","915.40"
"Block","PB19111320-01","310.80","297.40"
"Hourly","PH19111321","1,714.50","723.40"
"Block","PB19111321-01","317.20","299.40"
"Hourly","PH19111322","2,009.00","900.40"
"Block","PB19111322-01","331.00","319.00"
"Hourly","PH19111323","2,537.00","1,718.50"
"Block","PB19111323-01","324.80","318.80"
"Hourly","PH19111400","811.20","464.30"
"Block","PB19111400-01","218.70","218.70"
"Block","PB19111401-01","212.30","212.20"
"Hourly","PH19111401","1,166.10","374.60"
"Hourly","PH19111402","264.80","967.50"
"Block","PB19111402-01","280.90","281.20"
"Block","PB19111403-01","285.40","285.40"
"Hourly","PH19111403","217.20","1,225.50"
"Hourly","PH19111404","212.70","1,355.50"
"Block","PB19111404-01","308.20","312.20"
"Hourly","PH19111405","236.60","1,488.90"
"Block","PB19111405-01","310.60","310.60"
"Hourly","PH19111406","346.00","1,607.90"
"Block","PB19111406-01","380.40","380.40"
"Block","PB19111407-06","9.50","9.50"
"Block","PB19111407-01","404.50","403.70"
"Hourly","PH19111407","223.90","1,095.40"
"Hourly","PH19111408","340.70","805.80"
"Block","PB19111408-01","378.80","378.50"
"Block","PB19111409-01","308.10","299.00"
"Hourly","PH19111409","585.30","2,086.20"
"Block","PB19111410-01","244.60","339.70"
"Hourly","PH19111410","697.30","1,478.00"
"Hourly","PH19111411","657.40","2,337.70"
"Block","PB19111411-01","216.40","298.50"
"Block","PB19111412-01","218.60","235.30"
"Hourly","PH19111412","711.20","1,931.50"
"Block","PB19111413-01","207.60","212.40"
"Hourly","PH19111413","730.40","1,952.90"
"Block","PB19111414-01","201.70","201.70"
"Block","PB19111414-09","3.00","3.00"
"Hourly","PH19111414","630.20","1,496.80"
"Block","PB19111415-01","229.60","229.50"
"Hourly","PH19111415","831.40","1,422.50"
"Block","PB19111416-01","268.20","268.20"
"Hourly","PH19111416","966.40","2,173.70"
"Hourly","PH19111417","1,062.00","1,952.40"
"Block","PB19111417-01","263.70","262.70"
"Block","PB19111418-01","297.80","311.80"
"Hourly","PH19111418","1,157.10","2,026.80"
"Block","PB19111419-01","291.60","292.10"
"Hourly","PH19111419","985.00","2,106.90"
"Block","PB19111420-01","284.00","276.80"
"Hourly","PH19111420","1,070.50","2,493.40"
"Block","PB19111421-01","312.70","307.60"
"Hourly","PH19111421","836.70","3,013.80"
"Hourly","PH19111422","807.00","2,701.00"
"Block","PB19111422-01","301.70","300.00"
"Hourly","PH19111423","1,642.90","3,222.30"
"Block","PB19111423-01","298.80","299.60"
"Block","PB19111500-01","265.70","268.90"
"Hourly","PH19111500","185.10","1,348.90"
"Block","PB19111501-01","271.90","273.20"
"Hourly","PH19111501","292.50","304.90"
"Block","PB19111502-01","269.50","261.10"
"Hourly","PH19111502","588.50","278.50"
"Block","PB19111503-01","230.50","217.00"
"Hourly","PH19111503","358.10","622.40"
"Block","PB19111504-01","237.50","227.00"
"Hourly","PH19111504","339.10","729.20"
"Block","PB19111505-01","207.00","198.60"
"Hourly","PH19111505","1,037.90","514.10"
"Block","PB19111506-01","179.40","173.30"
"Hourly","PH19111506","999.70","328.70"
"Block","PB19111507-01","175.30","173.70"
"Hourly","PH19111507","713.20","194.90"
"Block","PB19111508-01","170.30","162.50"
"Hourly","PH19111508","722.50","165.60"
"Hourly","PH19111509","1,577.60","180.40"
"Block","PB19111509-01","137.50","150.70"
"Block","PB19111510-01","110.40","122.00"
"Hourly","PH19111510","2,156.80","348.60"
"Block","PB19111511-01","116.60","117.30"
"Hourly","PH19111511","2,837.40","520.70"
"Hourly","PH19111512","1,946.80","617.70"
"Block","PB19111512-11","2.50","2.50"
"Block","PB19111512-01","133.80","113.30"
"Block","PB19111513-01","172.50","138.00"
"Hourly","PH19111513","2,191.20","551.00"
"Block","PB19111514-01","202.50","152.30"
"Hourly","PH19111514","3,094.10","485.20"
"Block","PB19111515-02","0.20","0.00"
"Block","PB19111515-01","165.40","135.60"
"Hourly","PH19111515","3,477.00","563.00"
"Hourly","PH19111516","1,905.30","1,095.20"
"Block","PB19111516-01","125.60","125.60"
"Block","PB19111516-03","12.00","12.00"
"Block","PB19111517-01","170.50","118.70"
"Hourly","PH19111517","1,932.80","1,625.60"
"Hourly","PH19111518","1,752.70","1,115.20"
"Block","PB19111518-01","256.70","165.40"
"Block","PB19111519-01","212.80","154.20"
"Hourly","PH19111519","1,853.90","1,389.00"
"Block","PB19111520-01","198.50","154.80"
"Hourly","PH19111520","1,983.60","1,338.90"
"Hourly","PH19111521","1,904.70","1,603.60"
"Block","PB19111521-01","207.70","162.90"
"Block","PB19111522-01","180.00","223.00"
"Hourly","PH19111522","1,226.40","2,373.00"
"Block","PB19111523-01","183.30","170.30"
"Hourly","PH19111523","1,931.50","2,178.60"
"Block","PB19111600-24","8.00","8.00"
"Block","PB19111600-01","158.80","228.50"
"Block","PB19111600-19","3.50","3.50"
"Hourly","PH19111600","284.80","1,063.80"
"Block","PB19111601-01","159.80","227.00"
"Hourly","PH19111601","278.60","462.00"
"Block","PB19111602-01","336.20","330.90"
"Hourly","PH19111602","973.40","432.20"
"Block","PB19111603-01","164.40","249.40"
"Hourly","PH19111603","244.60","984.90"
"Hourly","PH19111604","156.20","1,407.20"
"Block","PB19111604-01","139.00","139.80"
"Block","PB19111605-01","133.30","135.00"
"Block","PB19111605-02","6.30","6.30"
"Hourly","PH19111605","216.50","757.70"
"Block","PB19111606-01","150.20","144.90"
"Hourly","PH19111606","179.80","584.50"
"Block","PB19111607-01","151.90","151.50"
"Hourly","PH19111607","211.90","405.60"
"Block","PB19111608-01","167.30","166.00"
"Hourly","PH19111608","417.10","359.90"
"Block","PB19111609-01","138.90","138.60"
"Hourly","PH19111609","563.70","500.30"
"Hourly","PH19111610","797.80","605.70"
"Block","PB19111610-01","118.00","118.60"
"Block","PB19111611-01","139.30","132.20"
"Hourly","PH19111611","784.30","752.50"
"Block","PB19111612-01","143.00","125.50"
"Hourly","PH19111612","2,283.40","702.10"
"Hourly","PH19111613","1,391.70","965.70"
"Block","PB19111613-01","172.60","133.30"
"Block","PB19111614-01","199.30","190.40"
"Hourly","PH19111614","1,801.10","845.70"
"Block","PB19111615-01","187.30","168.00"
"Hourly","PH19111615","1,876.30","1,036.60"
"Block","PB19111616-01","242.90","176.60"
"Hourly","PH19111616","2,240.60","1,335.80"
"Block","PB19111617-01","151.60","151.10"
"Hourly","PH19111617","2,411.00","2,253.90"
"Block","PB19111618-01","183.30","176.10"
"Hourly","PH19111618","2,347.40","1,889.90"
"Hourly","PH19111619","2,207.30","1,391.30"
"Block","PB19111619-01","257.10","189.30"
"Block","PB19111620-01","244.50","183.30"
"Hourly","PH19111620","2,274.00","1,611.10"
"Block","PB19111621-01","216.10","173.80"
"Hourly","PH19111621","2,298.60","1,950.40"
"Block","PB19111622-01","214.90","191.60"
"Hourly","PH19111622","2,569.60","1,709.10"
"Block","PB19111623-01","193.30","193.30"
"Hourly","PH19111623","2,518.40","2,269.40"
"Block","PB19111700-01","133.40","128.70"
"Block","PB19111700-24","5.00","5.00"
"Hourly","PH19111700","994.80","420.40"
"Block","PB19111700-08","3.60","3.60"
"Block","PB19111701-01","132.70","132.90"
"Hourly","PH19111701","870.10","543.10"
"Hourly","PH19111702","1,144.30","577.50"
"Block","PB19111702-01","127.20","127.50"
"Hourly","PH19111703","1,249.90","503.50"
"Block","PB19111703-01","116.90","116.90"
"Hourly","PH19111704","491.30","655.30"
"Block","PB19111704-01","108.20","108.20"
"Hourly","PH19111705","450.40","612.30"
"Block","PB19111705-01","88.50","88.50"
"Block","PB19111706-01","72.00","72.00"
"Hourly","PH19111706","578.70","531.30"
"Block","PB19111707-01","81.70","81.70"
"Hourly","PH19111707","996.60","706.80"
"Block","PB19111708-14","4.20","4.20"
"Hourly","PH19111708","1,203.70","461.50"
"Block","PB19111708-01","102.90","101.10"
"Block","PB19111709-01","120.70","121.10"
"Hourly","PH19111709","945.70","425.20"
"Block","PB19111710-01","126.40","125.50"
"Hourly","PH19111710","1,443.60","1,348.10"
"Block","PB19111711-01","175.60","118.80"
"Hourly","PH19111711","1,428.60","538.20"
"Block","PB19111712-01","376.70","122.90"
"Hourly","PH19111712","1,071.90","370.30"
"Block","PB19111713-01","124.50","118.40"
"Hourly","PH19111713","1,634.50","629.40"
"Block","PB19111714-01","267.00","103.40"
"Hourly","PH19111714","1,375.20","320.50"
"Hourly","PH19111715","1,068.00","403.50"
"Block","PB19111715-01","121.90","89.80"
"Hourly","PH19111716","2,240.00","444.90"
"Block","PB19111716-01","83.20","85.50"
"Block","PB19111716-08","1.00","1.00"
"Hourly","PH19111717","2,485.70","453.80"
"Block","PB19111717-01","165.10","163.70"
"Block","PB19111718-01","198.60","277.50"
"Hourly","PH19111718","2,572.80","403.60"
"Hourly","PH19111719","2,760.10","490.80"
"Block","PB19111719-01","256.20","256.30"
"Block","PB19111720-01","249.30","251.30"
"Hourly","PH19111720","2,548.50","527.00"
"Hourly","PH19111721","2,579.50","471.20"
"Block","PB19111721-01","217.00","216.90"
"Hourly","PH19111722","2,760.50","456.70"
"Block","PB19111722-01","208.20","208.20"
"Block","PB19111723-01","257.70","257.70"
"Hourly","PH19111723","2,165.30","666.10"
"Block","PB19111800-01","181.20","241.70"
"Hourly","PH19111800","396.00","431.20"
"Block","PB19111801-01","143.20","143.20"
"Hourly","PH19111801","419.90","273.70"
"Block","PB19111802-01","125.70","126.30"
